Biflow_ID,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,total_bytes,packet_count,duration,mean_iat,std_iat,max_iat,min_iat,byte_rate,packet_rate,label
10.42.0.113_172.217.194.91_443_52827_UDP,728.25,545.1612228768398,80.0,1242.0,20391,28,6.620849847793579,0.24521666102939182,0.6721517698037678,3.2186965942382812,1.1920928955078125e-06,3079.815641337906,4.2290637024894,Other/Media
10.42.0.113_172.253.134.95_443_52294_TCP,320.3076923076923,479.43172310592416,66.0,1609.0,12492,39,0.48837709426879883,0.012852028796547338,0.019497971470204142,0.06952953338623047,0.0,25578.542826952675,79.85616156349298,Other/Media
10.42.0.113_172.253.134.95_443_52296_TCP,382.1842105263158,505.03282098989195,66.0,1609.0,14523,38,0.44550299644470215,0.01204062152553249,0.01949888357036805,0.08655476570129395,0.0,32599.034163328,85.296653460474,Other/Media
10.42.0.113_172.253.134.95_443_52298_TCP,357.0882352941176,505.50233418016154,66.0,1609.0,12141,34,0.31508398056030273,0.009547999410918264,0.017171130876525116,0.08168196678161621,0.0,38532.46187238172,107.90739672687411,Other/Media
10.42.0.113_172.64.154.213_443_52286_TCP,412.13793103448273,561.8666380076896,54.0,1606.0,11952,29,10.549640417098999,0.37677287203925,1.904898879736969,10.273381471633911,2.384185791015625e-07,1132.9295022888684,2.7489085982577963,Other/Media
10.42.0.113_20.189.173.6_443_52277_TCP,500.030303030303,606.1137249448942,54.0,1606.0,16501,33,4.346769094467163,0.13583653420209885,0.3948325577190804,2.1011786460876465,0.0,3796.1520028407967,7.591843893930446,Other/Media
10.42.0.113_20.190.148.166_443_52280_TCP,583.0322580645161,684.8195657756098,54.0,2193.0,18074,31,3.6838130950927734,0.12279376983642579,0.5497299764609647,3.074279546737671,2.384185791015625e-07,4906.327934429824,8.415191212090548,Other/Media
10.42.0.113_20.190.148.166_443_52282_TCP,566.4375,680.215955483073,54.0,2193.0,18126,32,3.3143839836120605,0.1069156123745826,0.49620108166779153,2.8219454288482666,0.0,5468.887920269915,9.65488323119482,Other/Media
10.42.0.113_20.42.65.94_443_52278_TCP,449.6190476190476,587.207311180519,54.0,1887.0,18884,42,3.3031253814697266,0.08056403369438357,0.16489862031156227,0.9378962516784668,0.0,5717.008015780964,12.715226470175837,Other/Media
10.42.0.113_202.138.173.83_443_55357_UDP,1100.4910714285713,400.2660498150778,84.0,1274.0,123255,112,0.06145429611206055,0.0005536423073158608,0.0018472754383659642,0.014132499694824219,0.0,2005604.2000879939,1822.4629460050735,Other/Media
